SPI,meta_ROI_from,meta_ROI_to,stimulus_presentation,comparison,accuracy
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
ddtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
ddtf_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4773611111111111
ddtf_multitaper_max_fs-1_fmin-0_fmax-0-25,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.47472222222222216
ddtf_multitaper_max_fs-1_fmin-0-25_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4883333333333333
sgc_nonparametric_mean_fs-1_fmin-0_fmax-0-25,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49069444444444443
sgc_nonparametric_mean_fs-1_fmin-0-25_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48624999999999996
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49416666666666675
sgc_nonparametric_max_fs-1_fmin-0_fmax-0-25,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48624999999999996
sgc_nonparametric_max_fs-1_fmin-0-25_fmax-0-5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5186111111111111
sgc_parametric_mean_fs-1_fmin-0_fmax-0-5_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48194444444444445
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4895833333333333
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4793055555555556
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5198611111111111
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5158333333333334
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5109722222222223
sgc_parametric_mean_fs-1_fmin-1e-05_fmax-0-5_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5015277777777778
sgc_parametric_mean_fs-1_fmin-0_fmax-0-25_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49763888888888885
sgc_parametric_mean_fs-1_fmin-0-25_fmax-0-5_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49000000000000005
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5238888888888888
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5251388888888888
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-None,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.47486111111111107
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5126388888888889
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5126388888888889
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5109722222222223
sgc_parametric_max_fs-1_fmin-1e-05_fmax-0-5_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4930555555555555
sgc_parametric_max_fs-1_fmin-0_fmax-0-25_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4930555555555555
sgc_parametric_max_fs-1_fmin-0-25_fmax-0-5_order-20,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49458333333333326
psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4988888888888889
psi_wavelet_mean_fs-1_fmin-0_fmax-0-25_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5137499999999999
psi_wavelet_mean_fs-1_fmin-0-25_fmax-0-5_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
psi_wavelet_max_fs-1_fmin-0_fmax-0-5_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.493611111111111
psi_wavelet_max_fs-1_fmin-0_fmax-0-25_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5218055555555556
psi_wavelet_max_fs-1_fmin-0-25_fmax-0-5_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
lmfit_Ridge,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49638888888888894
lmfit_Lasso,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5241666666666667
lmfit_SGDRegressor,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49638888888888894
lmfit_ElasticNet,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5241666666666667
lmfit_BayesianRidge,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49638888888888894
coint_johansen_max_eig_stat_order-0_ardiff-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_johansen_trace_stat_order-0_ardiff-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_johansen_max_eig_stat_order-0_ardiff-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49333333333333335
coint_johansen_trace_stat_order-0_ardiff-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4958333333333333
coint_johansen_max_eig_stat_order-1_ardiff-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_johansen_trace_stat_order-1_ardiff-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_johansen_max_eig_stat_order-1_ardiff-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49333333333333335
coint_johansen_trace_stat_order-1_ardiff-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4958333333333333
coint_aeg_tstat_trend-c_autolag-aic_maxlag-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
coint_aeg_tstat_trend-ct_autolag-bic_maxlag-10,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
pec,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5191666666666667
pec_orth,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.47930555555555554
pec_log,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.517638888888889
pec_orth_log,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.47625
pec_orth_abs,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5013888888888889
pec_orth_log_abs,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5344444444444443
cov_EllipticEnvelope,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
cov-sq_MinCovDet,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49611111111111106
cov-sq_EllipticEnvelope,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49527777777777776
cov-sq_GraphicalLassoCV,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.53
cov_MinCovDet,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
prec_EllipticEnvelope,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
prec_GraphicalLassoCV,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
prec-sq_MinCovDet,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4930555555555555
prec-sq_EllipticEnvelope,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4930555555555555
prec-sq_GraphicalLassoCV,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.531111111111111
prec_MinCovDet,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
mgc,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5105555555555557
dtw,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5066666666666666
dtw_constraint-itakura,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48166666666666663
dtw_constraint-sakoe-chiba,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4951388888888889
softdtw,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5069444444444444
softdtw_constraint-itakura,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5069444444444444
softdtw_constraint-sakoe-chiba,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5069444444444444
bary_dtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48305555555555557
bary_dtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
bary_sgddtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4963888888888889
bary_sgddtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49874999999999997
bary_softdtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4758333333333333
bary_softdtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49874999999999997
bary-sq_dtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5273611111111111
bary-sq_dtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.47750000000000004
bary-sq_sgddtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5080555555555556
bary-sq_sgddtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48388888888888887
bary-sq_softdtw_mean,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5063888888888888
bary-sq_softdtw_max,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4880555555555556
ce_kozachenko,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4877777777777778
cce_gaussian,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5016666666666667
cce_kozachenko,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.48791666666666667
cce_kernel_W-0.5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5063888888888889
di_gaussian,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.49444444444444446
di_kozachenko,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
di_kernel_W-0.5,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5
te_kraskov_NN-4_k-max-10_tau-max-4,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5061111111111112
te_kraskov_NN-4_DCE_k-max-10_tau-max-4,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5065277777777778
te_kraskov_NN-4_DCE_k-2_kt-1_l-1_lt-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5065277777777778
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5061111111111112
te_kernel_W-0.25_k-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.5002777777777777
gc_gaussian_k-max-10_tau-max-2,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4875
te_symbolic_k-1_kt-1_l-1_lt-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4875
te_symbolic_k-10_kt-1_l-1_lt-1,IPS,V1_V2,off,Relevant non-target vs. Irrelevant,0.4875
cov_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5001388888888889
cov_GraphicalLasso,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
cov_GraphicalLassoCV,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49749999999999994
cov_LedoitWolf,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
cov_OAS,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
cov_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5001388888888889
cov-sq_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4930555555555555
cov-sq_GraphicalLasso,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4894444444444444
cov-sq_LedoitWolf,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4955555555555556
cov-sq_OAS,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4955555555555556
cov-sq_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4930555555555555
prec_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48388888888888887
prec_GraphicalLasso,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49069444444444443
prec_LedoitWolf,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47972222222222227
prec_OAS,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4768055555555556
prec_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4806944444444444
prec-sq_EmpiricalCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
prec-sq_GraphicalLasso,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48791666666666667
prec-sq_LedoitWolf,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
prec-sq_OAS,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
prec-sq_ShrunkCovariance,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4843055555555556
spearmanr-sq,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48611111111111105
spearmanr,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5015277777777778
kendalltau-sq,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49027777777777776
kendalltau,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5015277777777778
xcorr_max_sig-True,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49861111111111106
xcorr-sq_max_sig-True,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5141666666666665
xcorr_mean_sig-True,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49861111111111106
xcorr-sq_mean_sig-True,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5084722222222222
xcorr_mean_sig-False,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49083333333333334
xcorr-sq_mean_sig-False,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4947222222222221
pdist_euclidean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
pdist_cityblock,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49736111111111114
pdist_cosine,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
pdist_chebyshev,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5022222222222222
pdist_canberra,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49749999999999994
pdist_braycurtis,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
dcorr,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
dcorr_biased,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
hsic,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5044444444444445
hsic_biased,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
bary_euclidean_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48875
bary-sq_euclidean_mean,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4965277777777778
bary-sq_euclidean_max,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4936111111111111
gwtau,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5231944444444444
anm,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5277777777777778
cds,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5018055555555556
reci,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
igci,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48166666666666663
je_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4931944444444444
je_kozachenko,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49333333333333335
je_kernel_W-0.5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
ce_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4915277777777778
ce_kernel_W-0.5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5051388888888888
xme_gaussian_k1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49000000000000005
xme_kozachenko_k1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5047222222222223
xme_kernel_W-0.5_k1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5051388888888888
xme_gaussian_k10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4938888888888888
xme_kozachenko_k10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5166666666666666
xme_kernel_W-0.5_k10,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4843055555555556
si_gaussian_k-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5197222222222222
si_kozachenko_k-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5030555555555555
si_kernel_W-0.5_k-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5091666666666667
mi_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49319444444444444
mi_kraskov_NN-4,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.50125
mi_kraskov_NN-4_DCE,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
mi_kernel_W-0.25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49611111111111106
tlmi_gaussian,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48708333333333337
tlmi_kraskov_NN-4,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49749999999999994
tlmi_kraskov_NN-4_DCE,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49625
tlmi_kernel_W-0.25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4927777777777778
te_kraskov_NN-4_DCE_k-1_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49777777777777776
gc_gaussian_k-1_kt-1_l-1_lt-1,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5140277777777778
phase_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49375
phase_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5002777777777778
phase_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5234722222222222
phase_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49624999999999986
phase_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5109722222222222
phase_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47638888888888886
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5108333333333334
cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5265277777777777
cohmag_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4959722222222222
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4866666666666665
cohmag_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
cohmag_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49444444444444446
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49833333333333335
icoh_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5118055555555555
icoh_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49111111111111105
icoh_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47986111111111107
icoh_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5013888888888889
icoh_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5338888888888889
psi_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5033333333333333
psi_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49763888888888885
psi_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5
plv_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4758333333333333
plv_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5125
plv_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4972222222222221
plv_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4948611111111111
plv_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4913888888888889
plv_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5358333333333333
pli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47847222222222213
pli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47027777777777785
pli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49874999999999997
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4716666666666667
wpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4722222222222222
wpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47763888888888884
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.47069444444444447
dspli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5193055555555556
dspli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49458333333333326
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4918055555555556
dswpli_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5173611111111112
dswpli_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4948611111111111
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.48194444444444445
ppc_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5081944444444445
ppc_multitaper_mean_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49861111111111106
ppc_multitaper_max_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.4948611111111111
ppc_multitaper_max_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.49013888888888885
ppc_multitaper_max_fs-1_fmin-0-25_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5344444444444445
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-5,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5158333333333334
dtf_multitaper_mean_fs-1_fmin-0_fmax-0-25,Prefrontal_Cortex,Category_Selective,on,Relevant non-target vs. Irrelevant,0.5098611111111111
